
2012/06/12 14:52:30 [error] 5645#0: *1 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 14:55:54 [error] 5645#0: *66 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 14:55:57 [error] 5645#0: *66 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 15:33:30 [error] 5814#0: *1 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 15:37:29 [error] 5814#0: *3 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 21:19:43 [error] 1229#0: *1 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/26 22:45:46 [error] 1237#0: *243 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:47 [error] 1237#0: *249 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:47 [error] 1237#0: *245 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:47 [error] 1237#0: *243 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:47 [error] 1237#0: *247 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:47 [error] 1237#0: *246 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:48 [error] 1237#0: *247 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:48 [error] 1237#0: *245 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:48 [error] 1237#0: *245 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:48 [error] 1237#0: *249 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:48 [error] 1237#0: *243 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:49 [error] 1237#0: *247 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:49 [error] 1237#0: *246 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:49 [error] 1237#0: *249 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:45:49 [error] 1237#0: *243 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:55:17 [error] 1237#0: *279 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:56:54 [error] 1237#0: *287 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:58:52 [error] 1237#0: *294 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 23:00:33 [error] 1237#0: *302 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 23:01:51 [error] 1237#0: *308 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 23:04:21 [error] 1237#0: *315 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 23:06:04 [error] 1237#0: *324 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 23:13:48 [error] 1237#0: *329 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
